Municipio;Densidade;Area;Populacao;NivelDensidade;CasosCovid19
Braúna (SP);25,7;195,3;5019;Baixo;0
Brejo Alegre (SP);24,41;105,4;2573;Baixo;0
Brodowski (SP);75,51;279,5;21105;Médio;1
Brotas (SP);19,59;1101,4;21576;Baixo;0
Buri (SP);15,52;1195,9;18560;Baixo;0
Buritama (SP);47,19;326,8;15422;Médio;0
Buritizal (SP);15,21;266,4;4052;Baixo;0
Cabrália Paulista (SP);18,19;239,9;4364;Baixo;0
Cabreúva (SP);159,91;260,2;41609;Alto;0
Caçapava (SP);228,91;370,2;84742;Alto;0
Cachoeira Paulista (SP);104,49;288;30093;Alto;1
Caconde (SP);39,44;470;18537;Médio;0
Cafelândia (SP);18,05;920,1;16608;Baixo;0
Caiabu (SP);16,11;252,8;4073;Baixo;0
Caieiras (SP);894,84;96,7;86531;Alto;22
Caiuá (SP);9,13;552,1;5041;Baixo;0
Cajamar (SP);487,92;131,4;64113;Alto;1
Cajati (SP);62,43;454,4;28368;Médio;0
Cajobi (SP);55,22;176,9;9768;Médio;0
Cajuru (SP);35,41;660,1;23374;Médio;0
Campina do Monte Alegre (SP);30,09;185;5567;Médio;0
Campinas (SP);1358,63;795;1080111;Alto;34
Campo Limpo Paulista (SP);930,79;79,6;74091;Alto;0
Campos do Jordão (SP);164,49;290,5;47784;Alto;0
Campos Novos Paulista (SP);9,38;484;4540;Baixo;0
Cananéia (SP);9,84;1242,9;12230;Baixo;0
Canas (SP);82,33;53,3;4388;Médio;0
Cândido Mota (SP);50,12;596,2;29882;Médio;0
Cândido Rodrigues (SP);37,94;70,3;2667;Médio;0
Canitar (SP);76,34;57,2;4367;Médio;0
Capão Bonito (SP);28,15;1640,2;46172;Baixo;0
Capela do Alto (SP);103,2;169,9;17534;Alto;0
Capivari (SP);150,53;322,7;48576;Alto;0
Caraguatatuba (SP);207,76;485,4;100847;Alto;0
Carapicuíba (SP);10680,08;34,6;369531;Alto;17
Cardoso (SP);18,45;639,7;11802;Baixo;0
Casa Branca (SP);32,76;864,2;28311;Médio;0
Cássia dos Coqueiros (SP);13,74;191,7;2634;Baixo;0
Castilho (SP);16,89;1065,8;18001;Baixo;0
Catanduva (SP);388,24;290,6;112823;Alto;0
Catiguá (SP);48,03;148,4;7128;Médio;0
Cedral (SP);40,38;197,4;7971;Médio;0
Cerqueira César (SP);34,48;508,5;17533;Médio;0
Cerquilho (SP);309,98;127,8;39615;Alto;0
Cesário Lange (SP);81,46;190,8;15543;Médio;0
Charqueada (SP);85,79;175,8;15082;Médio;0
Clementina (SP);41,85;168,8;7064;Médio;0
Colina (SP);41,11;422,6;17373;Médio;0
Colômbia (SP);8,22;729,3;5995;Baixo;0
Conchal (SP);138,02;182,8;25230;Alto;0
Conchas (SP);34,95;466;16287;Médio;0
Cordeirópolis (SP);153,22;137,6;21083;Alto;0
Coroados (SP);21,26;246,4;5238;Baixo;0
Coronel Macedo (SP);16,45;303,9;4999;Baixo;0
Corumbataí (SP);13,9;278,6;3873;Baixo;0
Cosmópolis (SP);380,37;154,7;58843;Alto;0
Cosmorama (SP);16,25;443,8;7212;Baixo;0
Cotia (SP);622,55;323,1;201146;Alto;41
Cravinhos (SP);101,84;311,2;31693;Alto;1
Cristais Paulista (SP);19,7;385,2;7588;Baixo;0
Cruzália (SP);15,26;149,1;2275;Baixo;0
Cruzeiro (SP);252,01;305,7;77039;Alto;0
Cubatão (SP);833,81;142,4;118735;Alto;0
Cunha (SP);15,54;1407,3;21869;Baixo;0
Descalvado (SP);41,2;753,7;31052;Médio;0
Diadema (SP);12519,1;30,8;385588;Alto;21
Dirce Reis (SP);19,12;88,4;1690;Baixo;0
Divinolândia (SP);50,46;222,1;11207;Médio;0
Dobrada (SP);53,02;149,7;7937;Médio;0
Dois Córregos (SP);39,12;633;24763;Médio;0
Dolcinópolis (SP);26,76;78,3;2095;Baixo;0
Dourado (SP);41,82;205,9;8611;Médio;0
Dracena (SP);88,64;488;43256;Médio;1
Duartina (SP);46,31;264,6;12254;Médio;0
Dumont (SP);73,19;111,3;8146;Médio;0
Echaporã (SP);12,26;515,4;6319;Baixo;0
Eldorado (SP);8,85;1654,3;14641;Baixo;0
Elias Fausto (SP);77,83;202,7;15776;Médio;0
Elisiário (SP);33,2;94;3121;Médio;0
Embaúba (SP);29,15;83,1;2422;Baixo;0
Embu das Artes (SP);3412,5;70,4;240240;Alto;20
Embu-Guaçu (SP);405,11;154,9;62752;Alto;0
Emilianópolis (SP);13,45;224,5;3020;Baixo;0
Engenheiro Coelho (SP);142,99;109,9;15715;Alto;0
Espírito Santo do Pinhal (SP);107,61;389,4;41903;Alto;0
Espírito Santo do Turvo (SP);21,92;193,7;4246;Baixo;0
Estrela d'Oeste (SP);27,69;296,4;8207;Baixo;0
Estrela do Norte (SP);10,09;263,4;2658;Baixo;0
Euclides da Cunha Paulista (SP);16,66;575,2;9583;Baixo;0
Fartura (SP);35,7;429,2;15322;Médio;0
Fernandópolis (SP);117,62;550;64691;Alto;0
Fernando Prestes (SP);32,43;170,7;5536;Médio;0
Fernão (SP);15,51;100,8;1563;Baixo;0
Ferraz de Vasconcelos (SP);5624,82;29,9;168182;Alto;19
Flora Rica (SP);7,78;225,3;1753;Baixo;0
Floreal (SP);14,7;204,3;3003;Baixo;0
Flórida Paulista (SP);24,47;525,1;12849;Baixo;0
Florínea (SP);12,54;225,6;2829;Baixo;0
Franca (SP);526,09;605,7;318653;Alto;2
Francisco Morato (SP);3130,45;49,3;154331;Alto;7
Franco da Rocha (SP);981,28;134,1;131590;Alto;6
Gabriel Monteiro (SP);19,55;138,5;2708;Baixo;0
Gália (SP);19,69;356;7010;Baixo;0
Garça (SP);77,6;555,6;43115;Médio;0
Gastão Vidigal (SP);23,17;180,9;4191;Baixo;0
Gavião Peixoto (SP);18,13;243,8;4420;Baixo;0
General Salgado (SP);21,63;493,3;10670;Baixo;0
Getulina (SP);15,86;678,7;10764;Baixo;0
Glicério (SP);16,69;273,6;4566;Baixo;0
Guaiçara (SP);39,48;270,2;10667;Médio;0
Guaimbê (SP);24,88;218;5424;Baixo;0
Guaíra (SP);29,72;1258,5;37403;Baixo;0
Guapiaçu (SP);54,81;326;17868;Médio;0
Guapiara (SP);44,08;408,3;17998;Médio;0
Guará (SP);54,78;362,5;19858;Médio;0
Guaraçaí (SP);14,8;569,9;8435;Baixo;0
Guaraci (SP);15,55;641,5;9975;Baixo;0
Guarani d'Oeste (SP);23,03;85,5;1969;Baixo;0
Guarantã (SP);13,89;461,1;6405;Baixo;0
Guararapes (SP);31,99;956,3;30592;Médio;0
Guararema (SP);95,5;270,6;25842;Médio;0
Guaratinguetá (SP);148,95;752,4;112070;Alto;0
Guareí (SP);25,72;566,3;14565;Baixo;0
Guariba (SP);131,29;270,3;35488;Alto;0
Guarujá (SP);2034,91;142,9;290789;Alto;3
Guarulhos (SP);3828,36;319,2;1222013;Alto;71
Guatapará (SP);16,86;413,1;6965;Baixo;0
Guzolândia (SP);18,86;252;4753;Baixo;0
Herculândia (SP);23,85;364,6;8696;Baixo;0
Holambra (SP);172,3;65,6;11303;Alto;0
Hortolândia (SP);3082,92;62,5;192683;Alto;5
Iacanga (SP);18,29;547,4;10012;Baixo;0
Iacri (SP);19,9;322,6;6420;Baixo;0
Iaras (SP);15,89;401,3;6377;Baixo;0
Ibaté (SP);105,74;290,7;30739;Alto;0
Ibirá (SP);40,07;271,9;10895;Médio;0
Ibirarema (SP);29,45;228,3;6723;Baixo;0
Ibitinga (SP);77,12;689,3;53159;Médio;0
Ibiúna (SP);67,34;1057,5;71212;Médio;0
Icém (SP);20,58;362,6;7462;Baixo;0
Iepê (SP);12,81;595,5;7628;Baixo;0
Igaraçu do Tietê (SP);239,07;97,7;23357;Alto;0
Igarapava (SP);59,7;468,2;27952;Médio;0
Igaratá (SP);30,14;293;8831;Médio;0
Iguape (SP);14,59;1977,4;28850;Baixo;0
Ilhabela (SP);81,13;347,5;28193;Médio;0
Ilha Comprida (SP);47,9;188,4;9024;Médio;0
Ilha Solteira (SP);38,19;656,2;25060;Médio;0
Indaiatuba (SP);647,54;311,4;201644;Alto;2
Indiana (SP);38,1;126,6;4823;Médio;0
Indiaporã (SP);13,96;279,6;3903;Baixo;0
Inúbia Paulista (SP);41,53;87,4;3630;Médio;0
Ipaussu (SP);65,17;209,7;13666;Médio;0
Iperó (SP);166,42;170;28291;Alto;0
Ipeúna (SP);31,66;190;6015;Médio;0
Ipiguá (SP);32,62;136,8;4462;Médio;0
Iporanga (SP);3,73;1152,1;4297;Baixo;0
Ipuã (SP);30,37;465,9;14149;Médio;0
Iracemápolis (SP);173,99;115,1;20026;Alto;3
Irapuã (SP);28,21;257,9;7275;Baixo;0
Irapuru (SP);36,24;214,9;7788;Médio;0
Itaberá (SP);16,5;1082,1;17855;Baixo;0
Itaí (SP);21,61;1111,2;24013;Baixo;0
Itajobi (SP);28,99;502,1;14556;Baixo;0
Itaju (SP);14,12;229,8;3245;Baixo;0
Itanhaém (SP);145,2;599,6;87062;Alto;2
Itaoca (SP);17,64;183;3228;Baixo;0
Itapecerica da Serra (SP);1015,41;150,3;152616;Alto;6
Itapetininga (SP);80,65;1790,2;144380;Médio;0
Itapeva (SP);48,05;1826,3;87754;Médio;0
Itapevi (SP);2415,79;83,1;200752;Alto;6
Itapira (SP);132,21;518,4;68538;Alto;0
Itapirapuã Paulista (SP);9,55;406,5;3882;Baixo;0
Itápolis (SP);40,18;996,9;40055;Médio;0
Itaporanga (SP);28,66;507,7;14551;Baixo;0
Itapuí (SP);86,46;140,8;12174;Médio;0
Itapura (SP);14,46;301,4;4358;Baixo;0
Itaquaquecetuba (SP);3877,73;83;321852;Alto;9
Itararé (SP);47,76;1003,6;47932;Médio;1
Itariri (SP);56,5;273,8;15470;Médio;0
Itatiba (SP);314,92;322,2;101467;Alto;0
Itatinga (SP);18,42;979,8;18048;Baixo;0
Itirapina (SP);27,52;564,2;15527;Baixo;0
Itirapuã (SP);36,71;161,1;5914;Médio;0
Itobi (SP);54,2;139,2;7545;Médio;0
Itu (SP);240,57;640,8;154157;Alto;1
Itupeva (SP);223,46;200,7;44848;Alto;1
Ituverava (SP);54,87;705,2;38694;Médio;0
Jaborandi (SP);24,11;273,4;6592;Baixo;0
Jaboticabal (SP);101,42;706,6;71663;Alto;3
Jacareí (SP);459,48;459,7;211223;Alto;0
Jaci (SP);38,87;145,5;5656;Médio;0
Jacupiranga (SP);24,44;704,1;17208;Baixo;0
Jaguariúna (SP);312,56;141,8;44321;Alto;4
Jales (SP);127,57;368,5;47010;Alto;0
Jambeiro (SP);29,03;184,3;5350;Baixo;0
Jandira (SP);6124,59;17,7;108405;Alto;2
Jardinópolis (SP);74,95;502,5;37662;Médio;0
Jarinu (SP);114,85;207,6;23843;Alto;0
Jaú (SP);191,09;685,8;131050;Alto;1
Jeriquara (SP);22,26;142;3161;Baixo;0
Joanópolis (SP);31,37;375,1;11767;Médio;0
João Ramalho (SP);9,99;415,2;4148;Baixo;0
José Bonifácio (SP);38,1;859,9;32762;Médio;0
Júlio Mesquita (SP);34,55;128,2;4429;Médio;0
Jumirim (SP);49,36;56,7;2799;Médio;0
Jundiaí (SP);857,77;431,5;370128;Alto;10
Junqueirópolis (SP);32,12;583;18726;Médio;0
Juquiá (SP);23,41;822;19243;Baixo;0
Juquitiba (SP);55,04;522,1;28736;Médio;0
Lagoinha (SP);18,95;255,5;4842;Baixo;0
Laranjal Paulista (SP);65,75;384;25248;Médio;0
Lavínia (SP);16,33;537,7;8781;Baixo;0
Lavrinhas (SP);39,45;167,1;6592;Médio;0
Leme (SP);227,75;402,9;91760;Alto;0
Lençóis Paulista (SP);75,88;809,5;61425;Médio;1
Limeira (SP);475,08;581;276021;Alto;2
Lindóia (SP);137,67;48,8;6718;Alto;0
Lins (SP);125,27;570,2;71429;Alto;0
Lorena (SP);199,19;414,4;82544;Alto;0
Lourdes (SP);18,71;113,7;2127;Baixo;0
Louveira (SP);673,37;55,1;37103;Alto;2
Lucélia (SP);63,16;314,8;19883;Médio;0
Lucianópolis (SP);11,85;189,8;2249;Baixo;0
Luís Antônio (SP);18,86;598,4;11286;Baixo;0
Luiziânia (SP);30,2;166,5;5028;Médio;0
Lupércio (SP);28,18;154,5;4354;Baixo;0
Lutécia (SP);5,71;474,9;2712;Baixo;0
Macatuba (SP);72,19;225,2;16257;Médio;0
Macaubal (SP);30,88;248,1;7661;Médio;0
Macedônia (SP);11,18;327,7;3664;Baixo;0
Magda (SP);10,27;311,7;3201;Baixo;0
Mairinque (SP);206,18;209,6;43215;Alto;0
Mairiporã (SP);252,25;320,9;80947;Alto;5
Manduri (SP);39,26;229,1;8994;Médio;0
Marabá Paulista (SP);5,24;917,7;4809;Baixo;0
Maracaí (SP);24,97;533,9;13331;Baixo;0
Marapoama (SP);23,66;111,3;2633;Baixo;0
Mariápolis (SP);21,07;185,9;3917;Baixo;0
Marília (SP);185,21;1170,3;216751;Alto;1
Marinópolis (SP);27,15;77,8;2112;Baixo;0
Martinópolis (SP);19,33;1252,7;24215;Baixo;0
Matão (SP);146,3;524,9;76793;Alto;2
Mauá (SP);6803,54;61,3;417057;Alto;15
Mendonça (SP);23,79;195;4639;Baixo;0
Meridiano (SP);16,82;229,2;3855;Baixo;0
Mesópolis (SP);12,67;148,9;1887;Baixo;0
Miguelópolis (SP);24,88;822;20451;Baixo;0
Mineiros do Tietê (SP);56,45;213,2;12035;Médio;0
Miracatu (SP);20,56;1001,5;20591;Baixo;0
Mira Estrela (SP);13,01;216,8;2821;Baixo;0
Mirandópolis (SP);29,91;918,8;27481;Baixo;0
Mirante do Paranapanema (SP);13,77;1239,1;17062;Baixo;0
Mirassol (SP);221,22;243,2;53801;Alto;0
Mirassolândia (SP);25,85;166,2;4296;Baixo;0
Mococa (SP);77,55;854,9;66297;Médio;0
Mogi das Cruzes (SP);543,65;713,3;387786;Alto;29
Mogi Guaçu (SP);168,98;812,2;137246;Alto;1
Mogi Mirim (SP);173,78;497,8;86508;Alto;0
Mombuca (SP);24,43;133,7;3266;Baixo;0
Monções (SP);20,45;104,2;2131;Baixo;0
Mongaguá (SP);325,72;142,1;46285;Alto;0
Monte Alegre do Sul (SP);64,84;110,3;7152;Médio;0
Monte Alto (SP);134,61;346,5;46642;Alto;0
Monte Aprazível (SP);43,76;496,9;21744;Médio;0
Monte Azul Paulista (SP);71,86;263,4;18928;Médio;0
Monte Castelo (SP);17,47;232,6;4064;Baixo;0
Monteiro Lobato (SP);12,36;333,3;4120;Baixo;0
Monte Mor (SP);203,55;240,5;48954;Alto;0
Morro Agudo (SP);20,97;1388,2;29111;Baixo;0
Morungaba (SP);80,14;146,9;11773;Médio;0
Motuca (SP);18,76;228,7;4290;Baixo;0
Murutinga do Sul (SP);16,69;250,8;4186;Baixo;0
Nantes (SP);9,46;286,2;2707;Baixo;0
Narandiba (SP);11,98;358;4289;Baixo;0
Natividade da Serra (SP);8,01;833,4;6676;Baixo;0
Nazaré Paulista (SP);50,36;325,9;16412;Médio;0
Neves Paulista (SP);40,18;218,3;8771;Médio;0
Nhandeara (SP);24,61;435,8;10725;Baixo;0
Nipoã (SP);31,01;137,8;4273;Médio;0
Nova Aliança (SP);27,11;217,3;5891;Baixo;0
Nova Campina (SP);22,1;385,4;8517;Baixo;0
Nova Canaã Paulista (SP);16,99;124,4;2114;Baixo;0
Nova Castilho (SP);6,14;183,2;1125;Baixo;0
Nova Europa (SP);58;160,4;9303;Médio;0
Nova Granada (SP);36,06;531,9;19180;Médio;0
Nova Guataporanga (SP);63,81;34,1;2176;Médio;0
Nova Independência (SP);11,54;265,8;3067;Baixo;0
Novais (SP);38,99;117,8;4593;Médio;0
Nova Luzitânia (SP);46,46;74,1;3443;Médio;0
Nova Odessa (SP);694,34;73,8;51242;Alto;0
Novo Horizonte (SP);39,28;931,7;36597;Médio;0
Nuporanga (SP);19,57;348,3;6816;Baixo;0
Ocauçu (SP);13,86;300,4;4164;Baixo;0
Óleo (SP);13,49;198,1;2672;Baixo;0
Olímpia (SP);62,32;802,7;50024;Médio;0
Onda Verde (SP);15,98;243,1;3885;Baixo;0
Oriente (SP);27,89;218,6;6097;Baixo;0
Orindiúva (SP);22,87;248,1;5674;Baixo;0
Orlândia (SP);136,34;291,8;39784;Alto;0
Osasco (SP);10411,79;64;666355;Alto;65
Oscar Bressane (SP);11,46;221,3;2536;Baixo;0
Osvaldo Cruz (SP);124,47;248,4;30918;Alto;0
Ourinhos (SP);347,78;296,3;103047;Alto;0
Ouroeste (SP);29,1;288,8;8404;Baixo;0
Ouro Verde (SP);29,15;267,6;7801;Baixo;0
Pacaembu (SP);39,07;338,5;13225;Médio;0
Palestina (SP);15,89;695,5;11051;Baixo;0
Palmares Paulista (SP);133,14;82,1;10931;Alto;0
Palmeira d'Oeste (SP);30,02;319,2;9582;Médio;0
Palmital (SP);38,67;547,8;21183;Médio;0
Panorama (SP);40,93;356,3;14583;Médio;0
Paraguaçu Paulista (SP);42,28;999,9;42276;Médio;0
Paraibuna (SP);21,48;809,6;17390;Baixo;0
Paraíso (SP);37,85;155,8;5897;Médio;0
Paranapanema (SP);17,48;1018,7;17807;Baixo;0
Paranapuã (SP);27,16;140,5;3816;Baixo;0
Parapuã (SP);29,65;365,7;10843;Baixo;0
Pardinho (SP);26,59;209,9;5581;Baixo;0
Pariquera-Açu (SP);51,34;359,3;18446;Médio;0
Parisi (SP);24,04;84,5;2031;Baixo;0
Patrocínio Paulista (SP);21,56;602,8;12996;Baixo;0
Paulicéia (SP);16,97;373,6;6340;Baixo;0
Paulínia (SP);591,72;138,8;82131;Alto;1
Paulistânia (SP);6,93;256,7;1779;Baixo;0
Paulo de Faria (SP);11,63;738,3;8586;Baixo;0
Pederneiras (SP);56,92;729;41495;Médio;0
Pedra Bela (SP);36,45;158,6;5781;Médio;0
Pedranópolis (SP);9,83;260,2;2558;Baixo;0
Pedregulho (SP);22,03;712,6;15699;Baixo;0
Pedreira (SP);380,45;109,2;41545;Alto;0
Pedrinhas Paulista (SP);19,28;152,5;2940;Baixo;0
Pedro de Toledo (SP);15,22;670,4;10203;Baixo;0
Penápolis (SP);82,31;710,8;58506;Médio;1
Pereira Barreto (SP);25,5;978,9;24962;Baixo;0
Pereiras (SP);33,38;223,3;7454;Médio;0
Peruíbe (SP);191,95;311,4;59773;Alto;0
Piacatu (SP);22,75;232,4;5287;Baixo;0
Piedade (SP);69,82;746,9;52149;Médio;0
Pilar do Sul (SP);38,77;681,1;26406;Médio;0
Pindamonhangaba (SP);201,39;729,9;146995;Alto;0
Pindorama (SP);81,37;184,8;15037;Médio;0
Pinhalzinho (SP);84,8;154,5;13102;Médio;0
Piquerobi (SP);7,33;482,6;3537;Baixo;0
Piquete (SP);80,16;176;14108;Médio;0
Piracaia (SP);65,23;385;25114;Médio;0
Piracicaba (SP);264,77;1376,9;364562;Alto;5
Piraju (SP);56,44;504,5;28474;Médio;0
Pirajuí (SP);27,55;824,2;22707;Baixo;1
Pirangi (SP);49,3;215,5;10624;Médio;0
Pirapora do Bom Jesus (SP);144,63;108,8;15736;Alto;0
Pirapozinho (SP);51,49;479,6;24695;Médio;0
Pirassununga (SP);96,38;727,1;70078;Médio;0
Piratininga (SP);30;402,4;12072;Baixo;0
Pitangueiras (SP);81,99;430,6;35305;Médio;0
Planalto (SP);15,38;290,1;4462;Baixo;0
Platina (SP);9,77;326,7;3192;Baixo;0
Poá (SP);6211,94;17,1;106224;Alto;5
Poloni (SP);40,4;133,5;5393;Médio;0
Pompéia (SP);25,46;784,1;19963;Baixo;0
Pongaí (SP);18,99;183,3;3481;Baixo;0
Pontal (SP);112,94;356,3;40241;Alto;0
Pontalinda (SP);19,38;210,2;4074;Baixo;0
Pontes Gestal (SP);11,58;217,4;2517;Baixo;0
Populina (SP);13,37;315,9;4224;Baixo;0
Porangaba (SP);31,34;265,7;8327;Médio;0
Porto Feliz (SP);87,76;557,1;48891;Médio;1
Porto Ferreira (SP);209,88;244,9;51400;Alto;0
Potim (SP);436,22;44,5;19412;Alto;0
Potirendaba (SP);45,12;342,4;15449;Médio;0
Pracinha (SP);45,48;62,8;2856;Médio;0
Pradópolis (SP);103,73;167,5;17375;Alto;0
Praia Grande (SP);1776,09;147,5;261973;Alto;2
Pratânia (SP);26,26;175,1;4598;Baixo;0
Presidente Alves (SP);14,36;287,2;4124;Baixo;0
Presidente Bernardes (SP);18,04;752,1;13568;Baixo;0
Presidente Epitácio (SP);32,82;1259,1;41324;Médio;0
Presidente Prudente (SP);368,89;562,8;207611;Alto;0
Presidente Venceslau (SP);50,1;756,7;37911;Médio;0
Promissão (SP);45,65;781,5;35675;Médio;1
Quadra (SP);15,73;205,7;3236;Baixo;0
Quatá (SP);19,64;651,7;12799;Baixo;0
Queiroz (SP);12,01;233,8;2808;Baixo;0
Queluz (SP);45,27;249,8;11308;Médio;0
Quintana (SP);18,79;319,6;6005;Baixo;0
Rafard (SP);70,93;121,4;8611;Médio;0
Rancharia (SP);18,14;1587,5;28797;Baixo;0
Redenção da Serra (SP);12,52;309,4;3874;Baixo;0
Regente Feijó (SP);69,76;265,1;18493;Médio;0
Reginópolis (SP);17,83;410,8;7325;Baixo;0
Registro (SP);75,11;722,4;54259;Médio;0
Restinga (SP);26,8;245,7;6585;Baixo;0
Ribeira (SP);10;335,7;3357;Baixo;0
Ribeirão Bonito (SP);25,73;471,6;12134;Baixo;0
Ribeirão Branco (SP);26,19;697,5;18268;Baixo;0
Ribeirão Corrente (SP);28,81;148,3;4273;Baixo;0
Ribeirão do Sul (SP);21,83;203,7;4447;Baixo;0
Ribeirão dos Índios (SP);11,14;196,3;2187;Baixo;0
Ribeirão Grande (SP);22,26;333,4;7421;Baixo;0
Ribeirão Pires (SP);1144,99;98,8;113125;Alto;6
Ribeirão Preto (SP);928,46;651,3;604706;Alto;18
Riversul (SP);15,96;386,2;6164;Baixo;0
Rifaina (SP);21,14;162,5;3435;Baixo;0
Rincão (SP);32,97;315,9;10415;Médio;0
Rinópolis (SP);27,73;358,3;9936;Baixo;0
Rio Claro (SP);373,47;498,7;186249;Alto;3
Rio das Pedras (SP);130,16;226,7;29507;Alto;0
Rio Grande da Serra (SP);1192,45;36,9;44001;Alto;0
Riolândia (SP);16,7;633,4;10578;Baixo;0
Rosana (SP);26,51;742,9;19694;Baixo;0
Roseira (SP);73,47;130,7;9603;Médio;0
Rubiácea (SP);11,52;236,9;2729;Baixo;0
Rubinéia (SP);12,08;236,9;2862;Baixo;0
Sabino (SP);16,78;310,9;5217;Baixo;0
Sagres (SP);16,2;147,8;2394;Baixo;0
Sales (SP);17,67;308,5;5451;Baixo;0
Sales Oliveira (SP);34,58;305,6;10568;Médio;0
Salesópolis (SP);36,79;425;15636;Médio;0
Salmourão (SP);27,96;172,3;4818;Baixo;0
Saltinho (SP);70,77;99,7;7056;Médio;0
Salto (SP);792,17;133,2;105517;Alto;0
Salto de Pirapora (SP);143,07;280,5;40131;Alto;1
Salto Grande (SP);46,64;188,4;8787;Médio;0
Sandovalina (SP);8,13;455,1;3700;Baixo;0
Santa Adélia (SP);43,32;330,9;14335;Médio;0
Santa Albertina (SP);20,98;272,8;5723;Baixo;0
Santa Bárbara d'Oeste (SP);663,08;271,5;180026;Alto;0
Santa Branca (SP);50;275,3;13765;Médio;0
Santa Clara d'Oeste (SP);11,36;183,4;2083;Baixo;0
Santa Cruz da Conceição (SP);26,66;150,1;4002;Baixo;0
Santa Cruz da Esperança (SP);13,19;148,1;1953;Baixo;0
Santa Cruz das Palmeiras (SP);101,35;295,3;29929;Alto;0
Santa Cruz do Rio Pardo (SP);39,44;1113,5;43916;Médio;0
Santa Ernestina (SP);41,42;134,4;5567;Médio;0
Santa Fé do Sul (SP);140,43;208,2;29238;Alto;0
Santa Gertrudes (SP);220,74;98;21633;Alto;0
Santa Isabel (SP);139,09;362,7;50448;Alto;1
Santa Lúcia (SP);53,55;154;8247;Médio;0
Santa Maria da Serra (SP);21,05;257,2;5414;Baixo;0
Santa Mercedes (SP);16,96;166,9;2831;Baixo;0
Santana da Ponte Pensa (SP);12,6;130,3;1642;Baixo;0
Santana de Parnaíba (SP);605,17;179,8;108810;Alto;38
Santa Rita d'Oeste (SP);12,1;210,1;2542;Baixo;0
Santa Rita do Passa Quatro (SP);35,11;754,1;26476;Médio;0
Santa Rosa de Viterbo (SP);82,69;288,6;23864;Médio;0
Santa Salete (SP);18,23;79,4;1447;Baixo;0
Santo Anastácio (SP);37,06;552,5;20476;Médio;0
Santo André (SP);3866,35;174,9;676225;Alto;107
Santo Antônio da Alegria (SP);20,31;310,3;6302;Baixo;0
Santo Antônio de Posse (SP);134,09;154;20650;Alto;0
Santo Antônio do Aracanguá (SP);5,83;1308,2;7627;Baixo;0
Santo Antônio do Jardim (SP);54,05;110;5946;Médio;0
Santo Antônio do Pinhal (SP);48,76;133;6485;Médio;0
Santo Expedito (SP);29,68;94,4;2802;Baixo;0
Santópolis do Aguapeí (SP);33,44;127,9;4277;Médio;0
Santos (SP);1492,23;281,1;419466;Alto;55
São Bento do Sapucaí (SP);41,44;252,6;10468;Médio;0
São Bernardo do Campo (SP);1872,59;408,8;765515;Alto;102
São Caetano do Sul (SP);9708,79;15,4;149515;Alto;72
São Carlos (SP);195,15;1137,3;221944;Alto;0
São Francisco (SP);36,94;75,6;2793;Médio;0
São João da Boa Vista (SP);161,96;516,4;83636;Alto;0
São João das Duas Pontes (SP);19,84;129,3;2565;Baixo;0
São João de Iracema (SP);9,97;178,6;1781;Baixo;0
São João do Pau d'Alho (SP);17,86;117,7;2102;Baixo;0
São Joaquim da Barra (SP);113,28;410,6;46513;Alto;0
São José da Bela Vista (SP);30,35;277;8407;Médio;0
São José do Barreiro (SP);7,14;571;4077;Baixo;0
São José do Rio Pardo (SP);123,81;419,2;51901;Alto;1
São José do Rio Preto (SP);946,53;431,3;408238;Alto;10
São José dos Campos (SP);572,77;1099,8;629932;Alto;27
São Lourenço da Serra (SP);74,96;186,4;13973;Médio;0
São Luiz do Paraitinga (SP);16,84;617,3;10395;Baixo;0
São Manuel (SP);58,92;650,8;38345;Médio;0
São Miguel Arcanjo (SP);33,8;930,3;31444;Médio;0
São Paulo (SP);7387,69;1523,3;11253668;Alto;5377
São Pedro (SP);51,82;611;31662;Médio;0
São Pedro do Turvo (SP);9,84;731,8;7201;Baixo;0
São Roque (SP);257,3;306,3;78811;Alto;0
São Sebastião (SP);184,68;400,4;73946;Alto;7
São Sebastião da Grama (SP);47,94;252,4;12100;Médio;0
São Simão (SP);23,24;617,2;14344;Baixo;0
São Vicente (SP);2232,28;148,9;332386;Alto;4
Sarapuí (SP);25,6;352,7;9029;Baixo;0
Sarutaiá (SP);25,58;141,6;3622;Baixo;0
Sebastianópolis do Sul (SP);18,61;162,9;3032;Baixo;0
Serra Azul (SP);39,77;283;11255;Médio;0
Serrana (SP);309,68;125,5;38865;Alto;0
Serra Negra (SP);129,52;203,7;26383;Alto;0
Sertãozinho (SP);273,43;402,6;110083;Alto;0
Sete Barras (SP);12,34;1053,5;13000;Baixo;0
Severínia (SP);110,38;140,4;15497;Alto;0
Silveiras (SP);13,96;414,8;5791;Baixo;0
Socorro (SP);81,7;449;36683;Médio;0
Sorocaba (SP);1306,55;449;586641;Alto;9
Sud Mennucci (SP);12,57;591,3;7433;Baixo;0
Sumaré (SP);1577,14;153;241302;Alto;0
Suzano (SP);1270,37;206,6;262458;Alto;9
Suzanápolis (SP);10,3;328,5;3384;Baixo;0
Tabapuã (SP);32,88;345,6;11363;Médio;0
Tabatinga (SP);39,74;369,6;14688;Médio;0
Taboão da Serra (SP);12049,87;20,3;244612;Alto;37
Taciba (SP);9,41;607,3;5715;Baixo;0
